[TABLES]
## GNOMAD.V2_1_1_EXOMES__CHR22
nonpar: BOOLEAN | Alternate allele frequency in samples of Latino ancestry in the non_topmed subset
non_topmed_AN_nfe_nwe: NUMBER | Alternate allele frequency in female samples of Non-Finnish European ancestry | eg=[222, 224]
names: VARIANT | Alternate base. | eg=[["rs114435800"], ["rs558741980"]]
AN_sas_male: NUMBER | Count of homozygous individuals in female samples of Ashkenazi Jewish ancestry in the non_neuro subset | eg=[0, 21202]
non_cancer_AN_sas: NUMBER | Alternate allele frequency in samples of North-Western European ancestry in the controls subset | eg=[0, 28168]
non_cancer_AN_fin_female: NUMBER | Alternate allele count for female samples of Other ancestry | eg=[0, 2]
non_neuro_AN_amr_male: NUMBER | Alternate allele frequency in samples of Japanese ancestry in the non_neuro subset | eg=[0, 11190]
non_neuro_AN_female: NUMBER | Count of homozygous individuals in samples of Swedish ancestry in the controls subset | eg=[26, 32]
AN_asj: NUMBER | Count of homozygous individuals in samples of Finnish ancestry in the non_neuro subset | eg=[4, 2]
non_cancer_AN_asj: NUMBER | Count of homozygous individuals in female samples in the non_neuro subset | eg=[2, 0]
non_topmed_AN_oth_female: NUMBER | Alternate allele count for samples of African-American/African ancestry | eg=[8, 2644]
non_topmed_AN: NUMBER | Alternate allele frequency in samples of South Asian ancestry in the non_neuro subset | eg=[378, 390]
AN_fin_male: NUMBER | Alternate allele count for female samples in the non_cancer subset | eg=[0, 10140]
AN_fin_female: NUMBER | Alternate allele frequency in samples of Bulgarian (Eastern European) ancestry | eg=[0, 2]
non_topmed_AN_fin: NUMBER | Count of homozygous individuals in samples of Ashkenazi Jewish ancestry in the non_cancer subset | eg=[0, 2]
rf_positive_label: BOOLEAN | Count of homozygous individuals in samples of Latino ancestry in the non_topmed subset | eg=[true]
controls_AN_oth_male: NUMBER | Alternate allele count for samples of South Asian ancestry in the non_neuro subset | eg=[0, 858]
non_cancer_AN_amr: NUMBER | Alternate allele count for samples of Latino ancestry | eg=[0, 31488]
non_cancer_AN_eas_male: NUMBER | Count of homozygous individuals in samples of Non-Finnish European ancestry in the controls subset | eg=[0, 7994]
non_topmed_AN_afr: NUMBER | Alternate allele frequency in samples of Southern European ancestry in the controls subset | eg=[2, 0]
non_neuro_AN_oth: NUMBER | Alternate allele frequency in female samples of Other ancestry in the controls subset | eg=[0, 4374]
non_cancer_AN_nfe_female: NUMBER | Alternate allele count for female samples in the non_neuro subset | eg=[156, 150]
non_cancer_AN_afr_male: NUMBER | Count of homozygous individuals in male samples of Finnish ancestry in the controls subset | eg=[0, 5210]
non_neuro_AN_raw: NUMBER | Alternate allele count for samples of Japanese ancestry in the controls subset | eg=[29470, 26124]
controls_AN_sas: NUMBER | Count of homozygous individuals in female samples of Latino ancestry in the non_cancer subset | eg=[0, 14330]
non_neuro_AN_nfe_seu: NUMBER | Count of homozygous individuals in samples of North-Western European ancestry in the controls subset | eg=[4, 2]
controls_AN_fin: NUMBER | Count of homozygous individuals in samples of South Asian ancestry in the non_neuro subset | eg=[0, 12532]
AN_nfe_bgr: NUMBER | Alternate allele count for female samples of Ashkenazi Jewish ancestry in the non_neuro subset | eg=[0, 2536]
non_neuro_AN_eas_oea: NUMBER | Count of homozygous individuals in samples of Latino ancestry in the non_neuro subset | eg=[6, 4]
AN_nfe_seu: NUMBER | Alternate allele frequency in female samples of Finnish ancestry | eg=[8, 10]
non_cancer_AN_asj_female: NUMBER | Count of homozygous individuals in female samples of Other ancestry in the non_cancer subset | eg=[0, 4262]
AN_fin: NUMBER | Alternate allele frequency in female samples of Non-Finnish European ancestry in the controls subset | eg=[0, 2]
controls_AN_afr_male: NUMBER | Count of homozygous individuals in female samples of Finnish ancestry | eg=[0, 2642]
non_neuro_AN_asj_male: NUMBER | Alternate allele frequency in samples of Swedish ancestry in the non_neuro subset | eg=[2, 0]
AN_female: NUMBER | Alternate allele count for male samples of Finnish ancestry | eg=[182, 186]
non_cancer_AN_eas: NUMBER | Count of homozygous individuals in female samples of Other ancestry in the non_topmed subset | eg=[0, 16014]
controls_AN_fin_female: NUMBER | Alternate allele count for samples of Ashkenazi Jewish ancestry in the controls subset | eg=[0, 6208]
non_neuro_AN_amr: NUMBER | Alternate allele count for female samples of African-American/African ancestry | eg=[0, 27754]
controls_AN_eas_female: NUMBER | Alternate allele count for samples of East Asian ancestry | eg=[0, 4136]
ReadPosRankSum: FLOAT | Count of DP values falling above highest histogram bin edge | eg=[0.736, 0.727]
VQSR_culprit: TEXT | Alternate allele count for samples of Korean ancestry in the non_neuro subset | eg=["MQ", "QD"]
controls_AN_asj_male: NUMBER | Alternate allele count for samples of Non-Finnish European ancestry in the controls subset | eg=[0, 988]
controls_AN_nfe_female: NUMBER | Count of homozygous individuals in female samples of South Asian ancestry in the non_cancer subset | eg=[2, 17820]
rf_train: BOOLEAN | Count of homozygous individuals in female samples of Ashkenazi Jewish ancestry in the non_cancer subset | eg=[true]
AN_oth_male: NUMBER | Alternate allele count for samples of North-Western European ancestry in the controls subset | eg=[2, 2894]
controls_AN_nfe_nwe: NUMBER | Count of homozygous individuals in samples of Japanese ancestry in the non_neuro subset | eg=[0, 13702]
has_star: BOOLEAN | Alternate allele count for female samples of Finnish ancestry
VQSR_NEGATIVE_TRAIN_SITE: BOOLEAN | Alternate allele frequency in samples of Southern European ancestry | eg=[true]
controls_AN_nfe_onf: NUMBER | Count of homozygous individuals in samples of East Asian ancestry | eg=[2, 0]
non_neuro_AN_oth_male: NUMBER | Count of homozygous individuals in male samples of Finnish ancestry | eg=[0, 2182]
non_cancer_AN_oth_female: NUMBER | Count of homozygous individuals in samples of Bulgarian (Eastern European) ancestry | eg=[8, 2530]
non_neuro_AN_male: NUMBER | Alternate allele count for samples of Finnish ancestry in the non_neuro subset | eg=[2, 6]
controls_AN_oth_female: NUMBER | Count of homozygous individuals in samples of African-American/African ancestry in the controls subset | eg=[0, 932]
non_neuro_AN_eas_male: NUMBER | Alternate allele count for female samples of Latino ancestry in the non_cancer subset | eg=[0, 2]
AN_raw: NUMBER | Alternate allele count for samples of Bulgarian (Eastern European) ancestry | eg=[35972, 32242]
non_topmed_AN_eas_jpn: NUMBER | Alternate allele count for male samples of Ashkenazi Jewish ancestry | eg=[0, 118]
rf_label: TEXT | Alternate allele frequency in female samples of Ashkenazi Jewish ancestry in the non_cancer subset | eg=["TP", "FP"]
was_mixed: BOOLEAN | Count of homozygous individuals in samples, before removing low-confidence genotypes
controls_AN_eas_oea: NUMBER | Alternate allele frequency in samples of Southern European ancestry in the non_cancer subset | eg=[0, 5946]
end_position: NUMBER | End position (0-based). Corresponds to the first base after the last base in the reference allele. | eg=[49176192, 49176065]
non_neuro_AN_afr: NUMBER | Alternate allele count for female samples of Other ancestry in the non_topmed subset | eg=[2, 0]
VQSR_POSITIVE_TRAIN_SITE: BOOLEAN | Alternate allele count for samples of Southern European ancestry | eg=[true]
AN_eas_jpn: NUMBER | Alternate allele frequency in male samples of Finnish ancestry in the controls subset | eg=[0, 118]
non_cancer_AN_amr_female: NUMBER | Alternate allele count for female samples of East Asian ancestry | eg=[0, 18378]
segdup: BOOLEAN | Alternate allele frequency in samples of Korean ancestry in the non_neuro subset
non_neuro_AN_amr_female: NUMBER | Alternate allele count for male samples of Latino ancestry in the non_cancer subset | eg=[0, 16564]
non_topmed_AN_asj: NUMBER | Alternate allele frequency in samples of East Asian ancestry | eg=[4, 2]
filter: VARIANT | Alternate allele frequency in samples | eg=[["PASS"], ["AC0"]]
controls_AN_nfe_male: NUMBER | Alternate allele count for samples of South Asian ancestry | eg=[0, 2]
non_neuro_AN_asj_female: NUMBER | Alternate allele frequency in female samples of Ashkenazi Jewish ancestry in the non_neuro subset | eg=[2, 2764]
AN_afr_female: NUMBER | Alternate allele count for samples of Swedish ancestry in the controls subset | eg=[2, 0]
non_cancer_AN_eas_female: NUMBER | Alternate allele frequency in male samples in the controls subset | eg=[0, 8020]
non_cancer_AN_nfe_swe: NUMBER | Count of homozygous individuals in samples of South Asian ancestry in the non_topmed subset | eg=[0, 4]
non_neuro_AN_afr_female: NUMBER | Alternate allele frequency in male samples of African-American/African ancestry in the non_neuro subset | eg=[2, 0]
AN_sas_female: NUMBER | Alternate allele count for female samples of East Asian ancestry in the non_neuro subset | eg=[0, 7026]
AN_eas_oea: NUMBER | Alternate allele count for female samples of Non-Finnish European ancestry in the non_neuro subset | eg=[6, 4]
non_topmed_AN_nfe: NUMBER | Alternate allele frequency in female samples of Non-Finnish European ancestry in the non_neuro subset | eg=[356, 370]
non_cancer_AN_nfe_nwe: NUMBER | Alternate allele frequency in female samples of Latino ancestry in the non_cancer subset | eg=[222, 224]
non_neuro_AN_sas: NUMBER | Alternate allele frequency in samples of Other Non-Finnish European ancestry in the non_cancer subset | eg=[0, 28224]
non_neuro_AN_nfe_swe: NUMBER | Alternate allele frequency in female samples of East Asian ancestry | eg=[0, 4]
controls_AN: NUMBER | Count of homozygous individuals in samples of Southern European ancestry in the controls subset | eg=[2, 4]
non_cancer_AN_asj_male: NUMBER | Alternate allele count for female samples of Non-Finnish European ancestry in the controls subset | eg=[2, 0]
non_cancer_AN_raw: NUMBER | Alternate allele frequency in samples of Non-Finnish European ancestry in the controls subset | eg=[32598, 28780]
non_cancer_AN_nfe_onf: NUMBER | Alternate allele frequency in male samples of African-American/African ancestry | eg=[124, 118]
DP: NUMBER | Alternate allele frequency in male samples of African-American/African ancestry in the controls subset | eg=[140436, 104404]
non_neuro_AN_nfe_bgr: NUMBER | Alternate allele frequency in male samples of Finnish ancestry | eg=[0, 386]
non_topmed_AN_sas_male: NUMBER | Count of homozygous individuals in male samples of Latino ancestry in the non_neuro subset | eg=[0, 21202]
MQ: FLOAT | Histogram for DP in heterozygous individuals; bin edges are: 0|5|10|15|20|25|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100 | eg=[59.22, 60.0]
controls_AN_eas_kor: NUMBER | Alternate allele count for male samples of Non-Finnish European ancestry in the non_topmed subset | eg=[0, 1844]
non_neuro_AN_asj: NUMBER | Alternate allele frequency in male samples in the non_topmed subset | eg=[4, 2]
AN_amr_female: NUMBER | Alternate allele frequency in male samples of Latino ancestry in the non_neuro subset | eg=[0, 18522]
AN_male: NUMBER | Count of homozygous individuals in female samples of Other ancestry in the controls subset | eg=[202, 208]
non_topmed_AN_amr: NUMBER | Alternate allele frequency in female samples of Other ancestry in the non_cancer subset | eg=[0, 31618]
AN: NUMBER | Total number of alternate alleles observed at variant locus | eg=[384, 394]
non_neuro_AN_nfe_est: NUMBER | Alternate allele frequency in samples of African-American/African ancestry in the non_neuro subset | eg=[2, 0]
controls_AN_afr: NUMBER | Alternate allele count for female samples of African-American/African ancestry in the non_neuro subset | eg=[0, 6430]
non_topmed_AN_eas_male: NUMBER | Alternate allele count for male samples of Finnish ancestry in the controls subset | eg=[0, 2]
non_neuro_AN_fin: NUMBER | Alternate allele frequency in samples of South Asian ancestry | eg=[0, 2]
VQSLOD: FLOAT | Count of homozygous individuals in male samples of African-American/African ancestry in the controls subset | eg=[2.96, -0.7938]
AN_afr_male: NUMBER | Alternate allele frequency in male samples of South Asian ancestry | eg=[0, 5538]
non_cancer_AN_oth_male: NUMBER | Alternate allele count for samples in the controls subset, before removing low-confidence genotypes | eg=[2, 2776]
AN_nfe: NUMBER | Count of homozygous individuals in male samples in the controls subset | eg=[362, 374]
non_topmed_AN_nfe_est: NUMBER | Alternate allele count for female samples of Non-Finnish European ancestry | eg=[2, 0]
non_neuro_AN_eas_jpn: NUMBER | Alternate allele frequency in female samples of African-American/African ancestry in the non_neuro subset | eg=[0, 116]
non_cancer_AN_afr: NUMBER | Alternate allele count for samples of North-Western European ancestry in the non_neuro subset | eg=[0, 13732]
AN_nfe_female: NUMBER | Alternate allele frequency in female samples in the non_cancer subset | eg=[164, 168]
non_neuro_AN_sas_male: NUMBER | Alternate allele count for samples of Swedish ancestry in the non_neuro subset | eg=[0, 21198]
non_neuro_AN_nfe_male: NUMBER | Count of homozygous individuals in female samples of Other ancestry | eg=[0, 6]
reference_name: TEXT | Reference name. | eg=["22"]
non_cancer_AN_fin_male: NUMBER | Count of homozygous individuals in samples of Other Non-Finnish European ancestry in the non_cancer subset | eg=[0, 10136]
non_cancer_AN_eas_kor: NUMBER | Alternate allele count for samples of North-Western European ancestry | eg=[0, 3680]
non_cancer_AN_nfe_seu: NUMBER | Alternate allele count for male samples in the non_cancer subset | eg=[8, 10]
non_neuro_AN_nfe: NUMBER | Alternate allele frequency in male samples of Finnish ancestry in the non_cancer subset | eg=[16, 28]
lcr: BOOLEAN | Count of homozygous individuals in samples of Korean ancestry in the non_neuro subset
AN_eas: NUMBER | Alternate allele frequency in male samples in the non_cancer subset | eg=[6, 4]
non_topmed_AN_sas: NUMBER | Count of homozygous individuals in samples of South Asian ancestry | eg=[0, 28228]
non_neuro_AN_eas_kor: NUMBER | Alternate allele count for female samples of Other ancestry in the non_cancer subset | eg=[0, 3716]
QD: FLOAT | Histogram for DP; bin edges are: 0|5|10|15|20|25|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100 | eg=[10.95, 22.67]
controls_AN_nfe_est: NUMBER | Alternate allele count for samples of South Asian ancestry in the non_topmed subset | eg=[0, 64]
controls_AN_oth: NUMBER | Alternate allele count for male samples in the controls subset | eg=[0, 1790]
AN_oth: NUMBER | Alternate allele frequency in female samples of Other ancestry | eg=[10, 5584]
controls_AN_afr_female: NUMBER | Alternate allele frequency in female samples of East Asian ancestry in the non_neuro subset | eg=[0, 3788]
non_topmed_AN_nfe_onf: NUMBER | Count of homozygous individuals in samples of Latino ancestry | eg=[126, 136]
non_cancer_AN_nfe: NUMBER | Count of homozygous individuals in male samples of Non-Finnish European ancestry in the controls subset | eg=[354, 350]
alternate_bases: VARIANT | One record for each alternate base (if any). | eg=[[{"AC":2,"AC_afr":0,"AC_afr_female":0,"AC_afr_male":0,"AC_amr":0,"AC_amr_female":0,"AC_amr_male":0,"AC_asj":0,"AC_asj_female":0,"AC_asj_male":0,"AC_eas":0,"AC_eas_female":0,"AC_eas_jpn":0,"AC_eas_kor":0,"AC_eas_male":0,"AC_eas_oea":0,"AC_female":1,"AC_fin":0,"AC_fin_female":0,"AC_fin_male":0,"AC_male":1,"AC_nfe":2,"AC_nfe_bgr":0,"AC_nfe_est":0,"AC_nfe_female":1,"AC_nfe_male":1,"AC_nfe_nwe":2,"AC_nfe_onf":0,"AC_nfe_seu":0,"AC_nfe_swe":0,"AC_oth":0,"AC_oth_female":0,"AC_oth_male":0,"AC_popmax":2,"AC_raw":14,"AC_sas":0,"AC_sas_female":0,"AC_sas_male":0,"AF":0.00520833,"AF_afr":0.0,"AF_afr_female":0.0,"AF_asj":0.0,"AF_asj_female":0.0,"AF_asj_male":0.0,"AF_eas":0.0,"AF_eas_female":0.0,"AF_eas_oea":0.0,"AF_female":0.00549451,"AF_male":0.0049505,"AF_nfe":0.00552486,"AF_nfe_est":0.0,"AF_nfe_female":0.00609756,"AF_nfe_male":0.00505051,"AF_nfe_nwe":0.00884956,"AF_nfe_onf":0.0,"AF_nfe_seu":0.0,"AF_oth":0.0,"AF_oth_female":0.0,"AF_oth_male":0.0,"AF_popmax":0.00552486,"AF_raw":0.000389192,"AN_po...]
non_topmed_AN_oth_male: NUMBER | Count of homozygous individuals in samples of African-American/African ancestry in the non_neuro subset | eg=[2, 2872]
AN_eas_male: NUMBER | Alternate allele frequency in samples of East Asian ancestry in the non_cancer subset | eg=[0, 2]
non_cancer_AN_nfe_bgr: NUMBER | Count of homozygous individuals in samples of Swedish ancestry in the non_neuro subset | eg=[0, 2434]
ClippingRankSum: FLOAT | Alternate allele count for male samples of African-American/African ancestry in the controls subset | eg=[0.0, -0.135]
controls_AN_amr_female: NUMBER | Alternate allele frequency in samples of North-Western European ancestry in the non_neuro subset | eg=[0, 9384]
non_neuro_AN: NUMBER | Count of homozygous individuals in samples | eg=[28, 38]
controls_AN_nfe_seu: NUMBER | Alternate allele frequency in samples of Other Non-Finnish European ancestry | eg=[0, 2]
variant_type: TEXT | Alternate allele frequency in samples, before removing low-confidence genotypes | eg=["snv"]
quality: FLOAT | Alternate allele count for samples | eg=[6698.4, 9817.04]
non_cancer_AN_female: NUMBER | Alternate allele count for male samples of African-American/African ancestry | eg=[164, 160]
AN_eas_female: NUMBER | Alternate allele frequency in samples of African-American/African ancestry | eg=[6, 4]
non_neuro_AN_eas_female: NUMBER | Alternate allele frequency in female samples of African-American/African ancestry | eg=[6, 4]
non_topmed_AN_amr_male: NUMBER | Count of homozygous individuals in female samples of Non-Finnish European ancestry | eg=[0, 13162]
non_topmed_AN_afr_male: NUMBER | Alternate allele count for samples of East Asian ancestry in the non_cancer subset | eg=[0, 4224]
non_topmed_AN_male: NUMBER | Alternate allele count for female samples of South Asian ancestry in the non_cancer subset | eg=[200, 206]
non_cancer_AN_nfe_est: NUMBER | Alternate allele count for male samples of Non-Finnish European ancestry in the controls subset | eg=[0, 146]
non_topmed_AN_fin_male: NUMBER | Count of homozygous individuals in samples of Japanese ancestry in the controls subset | eg=[0, 10140]
non_topmed_AN_eas: NUMBER | Alternate allele frequency in samples of Japanese ancestry in the controls subset | eg=[6, 4]
AN_afr: NUMBER | Count of homozygous individuals in male samples of South Asian ancestry | eg=[2, 0]
FS: FLOAT | Histogram for GQ in heterozygous individuals; bin edges are: 0|5|10|15|20|25|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100 | eg=[0.534, 3.533]
AN_sas: NUMBER | Alternate allele frequency in samples of Swedish ancestry in the controls subset | eg=[0, 28228]
non_topmed_AN_nfe_seu: NUMBER | Count of homozygous individuals in samples of Southern European ancestry in the non_cancer subset | eg=[6, 10]
AN_nfe_est: NUMBER | Alternate allele frequency in samples in the controls subset, before removing low-confidence genotypes | eg=[2, 0]
rf_negative_label: BOOLEAN | Alternate allele count for female samples of Ashkenazi Jewish ancestry in the non_cancer subset | eg=[true]
AN_oth_female: NUMBER | Alternate allele frequency in female samples in the non_neuro subset | eg=[8, 2690]
controls_AN_fin_male: NUMBER | Alternate allele frequency in female samples of Latino ancestry in the non_topmed subset | eg=[0, 6324]
InbreedingCoeff: FLOAT | Histogram for GQ; bin edges are: 0|5|10|15|20|25|30|35|40|45|50|55|60|65|70|75|80|85|90|95|100 | eg=[-0.1449, -0.1445]
AN_amr_male: NUMBER | Alternate allele count for male samples of Latino ancestry in the non_neuro subset | eg=[0, 13206]
non_neuro_AN_fin_male: NUMBER | Count of homozygous individuals in samples of North-Western European ancestry in the non_neuro subset | eg=[0, 8182]
non_neuro_AN_afr_male: NUMBER | Alternate allele count for male samples of South Asian ancestry | eg=[0, 5518]
non_topmed_AN_oth: NUMBER | Alternate allele frequency in female samples of Non-Finnish European ancestry in the non_cancer subset | eg=[10, 5516]
non_topmed_AN_nfe_female: NUMBER | Alternate allele frequency in samples of Swedish ancestry | eg=[160, 166]
non_neuro_AN_fin_female: NUMBER | Count of homozygous individuals in male samples of Finnish ancestry in the non_cancer subset | eg=[0, 2]
non_neuro_AN_eas: NUMBER | Alternate allele frequency in male samples of Non-Finnish European ancestry in the controls subset | eg=[6, 4]
AN_nfe_nwe: NUMBER | Alternate allele count for samples of Other Non-Finnish European ancestry | eg=[226, 228]
SOR: FLOAT | Histogram for AB in heterozygous individuals; bin edges are: 0.00|0.05|0.10|0.15|0.20|0.25|0.30|0.35|0.40|0.45|0.50|0.55|0.60|0.65|0.70|0.75|0.80|0.85|0.90|0.95|1.00 | eg=[0.617, 0.301]
non_topmed_AN_amr_female: NUMBER | Count of homozygous individuals in male samples of African-American/African ancestry in the non_neuro subset | eg=[0, 18456]

## GNOMAD.V2_1_1_EXOMES__CHR11
AN_afr_male: NUMBER | Alternate allele frequency in male samples of South Asian ancestry | eg=[6154, 6146]
non_neuro_AN_asj_female: NUMBER | Alternate allele frequency in female samples of Ashkenazi Jewish ancestry in the non_neuro subset | eg=[3072, 3074]
rf_positive_label: BOOLEAN | Count of homozygous individuals in samples of Latino ancestry in the non_topmed subset
non_neuro_AN_fin: NUMBER | Alternate allele frequency in samples of South Asian ancestry | eg=[16692, 16680]
VQSR_NEGATIVE_TRAIN_SITE: BOOLEAN | Alternate allele frequency in samples of Southern European ancestry | eg=[true]
AN_sas: NUMBER | Alternate allele frequency in samples of Swedish ancestry in the controls subset | eg=[30556, 30536]
non_topmed_AN_nfe_seu: NUMBER | Count of homozygous individuals in samples of Southern European ancestry in the non_cancer subset | eg=[11348, 11336]
non_cancer_AN_afr: NUMBER | Alternate allele count for samples of North-Western European ancestry in the non_neuro subset | eg=[14818, 14804]
non_neuro_AN_asj_male: NUMBER | Alternate allele frequency in samples of Swedish ancestry in the non_neuro subset | eg=[3110, 3108]
names: VARIANT | Alternate base. | eg=[["rs769209252"], []]
non_cancer_AN_fin_female: NUMBER | Alternate allele count for female samples of Other ancestry | eg=[10304, 10298]
